pasta,cod,descr,qtdCx,venda
3,1953,Produto BI,12,15
3,1954,Produto BJ,6,48
3,1955,Produto BK,24,99
3,1956,Produto BL,12,650
3,1957,Produto BM,48,72
3,1958,Produto BN,12,50
3,1959,Produto BO,6,10
3,1960,Produto BP,24,8
3,1961,Produto BQ,12,9
3,1962,Produto BR,48,12
3,1963,Produto BS,12,24
3,1964,Produto BT,6,36
3,1965,Produto BU,24,48
3,1966,Produto BV,12,99
3,1967,Produto BW,48,50
3,1968,Produto BX,12,100
4,1969,Produto BY,6,150
4,1970,Produto BZ,24,111
4,1971,Produto CA,12,223
4,1972,Produto CB,48,333
4,1973,Produto CC,12,665
4,1974,Produto CD,6,540
4,1975,Produto CE,24,200
4,1976,Produto CF,12,250
4,1977,Produto CG,48,35
4,1978,Produto CH,12,65
4,1979,Produto CI,6,88
4,1980,Produto CJ,24,99
4,1981,Produto CK,12,105
4,1982,Produto CL,48,150
4,1983,Produto CM,12,250
4,1984,Produto CN,6,42
4,1985,Produto CO,24,56
4,1986,Produto CP,12,99
4,1987,Produto CQ,48,88
4,1988,Produto CR,12,77
4,1989,Produto CS,6,60
4,1990,Produto CT,24,320
4,1991,Produto CU,12,15
4,1992,Produto CV,48,48
4,1993,Produto A,12,99
4,1994,Produto B,24,650
4,1995,Produto C,6,72
4,1996,Produto D,48,50
4,1997,Produto E,12,10
4,1998,Produto F,24,8
4,1999,Produto G,6,9
4,2000,Produto H,12,12
4,2001,Produto I,24,24
4,2002,Produto J,48,36
4,2003,Produto K,12,48
4,2004,Produto L,6,99
4,2005,Produto M,24,50
4,2006,Produto N,12,100
1,2007,Produto O,48,150
1,2008,Produto P,12,111
1,2009,Produto Q,6,223
1,2010,Produto R,24,333
1,2011,Produto S,12,665
1,2012,Produto T,48,540
1,2013,Produto U,12,200
1,2014,Produto V,6,250
1,2015,Produto W,24,35
1,2016,Produto X,12,65
1,2017,Produto Y,48,88
1,2018,Produto Z,12,99
1,2019,Produto AA,6,105
1,2020,Produto AB,24,150
1,2021,Produto AC,12,250
1,2022,Produto AD,48,42
1,2023,Produto AE,12,56
1,2024,Produto AF,6,99
1,2025,Produto AG,24,88
1,2026,Produto AH,12,77
2,2027,Produto AI,48,60
2,2028,Produto AJ,12,320
2,2029,Produto AK,6,15
2,2030,Produto AL,24,48
2,2031,Produto AM,12,99
2,2032,Produto AN,48,650
2,2033,Produto AO,12,72
2,2034,Produto AP,6,50
2,2035,Produto AQ,24,10
2,2036,Produto AR,12,8
2,2037,Produto AS,48,9
2,2038,Produto AT,12,12
2,2039,Produto AU,6,24
2,2040,Produto AV,24,36
2,2041,Produto AW,12,48
2,2042,Produto AX,48,99
2,2043,Produto AY,12,50
2,2044,Produto AZ,6,100
2,2045,Produto BA,24,150
2,2046,Produto BB,12,111
2,2047,Produto BC,48,223
2,2048,Produto BD,12,333
2,2049,Produto BE,6,665
3,2050,Produto BF,24,540
3,2051,Produto BG,12,200
3,2052,Produto BH,48,250
3,2053,Produto BI,12,35
3,2054,Produto BJ,6,65
3,2055,Produto BK,24,88
3,2056,Produto BL,12,99
3,2057,Produto BM,48,105
3,2058,Produto BN,12,150
3,2059,Produto BO,6,250
3,2060,Produto BP,24,42
3,2061,Produto BQ,12,56
3,2062,Produto BR,48,99
3,2063,Produto BS,12,88
3,2064,Produto BT,6,77
3,2065,Produto BU,24,60
3,2066,Produto BV,12,320
3,2067,Produto BW,48,15
3,2068,Produto BX,12,48
3,2069,Produto BY,6,99
3,2070,Produto BZ,24,650
3,2071,Produto CA,12,72
3,2072,Produto CB,48,50
3,2073,Produto CC,12,10
3,2074,Produto CD,6,8
3,2075,Produto CE,24,9
3,2076,Produto CF,12,12
3,2077,Produto CG,48,24
3,2078,Produto CH,12,36
3,2079,Produto CI,6,48
3,2080,Produto CJ,24,99
3,2081,Produto CK,12,50
3,2082,Produto CL,48,100
3,2083,Produto CM,12,150
3,2084,Produto CN,6,111
3,2085,Produto CO,24,223
3,2086,Produto CP,12,333
4,2087,Produto CQ,48,665
4,2088,Produto CR,12,540
4,2089,Produto CS,6,200
4,2090,Produto CT,24,250
4,2091,Produto CU,12,35
4,2092,Produto CV,48,65
4,2093,Produto CH,12,88
4,2094,Produto CI,6,99
4,2095,Produto CJ,24,105
4,2096,Produto CK,12,150
4,2097,Produto CL,48,250
4,2098,Produto CM,12,42
4,2099,Produto CN,6,56
4,2100,Produto CO,24,99
4,2101,Produto CP,12,88
4,2102,Produto CQ,48,77
4,2103,Produto CR,12,60
4,2104,Produto CS,6,320
4,2105,Produto CT,24,15
4,2106,Produto CU,12,48
4,2107,Produto CV,48,99
4,2108,Produto AH,12,650
4,2109,Produto AI,48,72
4,2110,Produto AJ,12,50
4,2111,Produto AK,6,10
4,2112,Produto AL,24,8
4,2113,Produto AM,12,9
4,2114,Produto AN,48,12
4,2115,Produto AO,12,24
4,2116,Produto AP,6,36
4,2117,Produto AQ,24,48
4,2118,Produto AR,12,99
4,2119,Produto AS,48,50
4,2120,Produto AT,12,100
4,2121,Produto AU,6,150
4,2122,Produto AV,24,111
4,2123,Produto AW,12,223
4,2124,Produto AX,48,333
1,2125,Produto AY,12,665
1,2126,Produto AZ,6,540
1,2127,Produto BA,24,200
1,2128,Produto BB,12,250
1,2129,Produto BC,48,35
1,2130,Produto A,12,65
1,2131,Produto B,24,88
1,2132,Produto C,6,99
1,2133,Produto D,48,105
1,2134,Produto E,12,150
1,2135,Produto F,24,250
1,2136,Produto G,6,42
1,2137,Produto H,12,56
1,2138,Produto I,24,99
1,2139,Produto J,48,88
1,2140,Produto K,12,77
1,2141,Produto L,6,60
1,2142,Produto M,24,320
1,2143,Produto N,12,15
1,2144,Produto O,48,48
2,2145,Produto P,12,99
2,2146,Produto Q,6,650
2,2147,Produto R,24,72
2,2148,Produto S,12,50
2,2149,Produto T,48,10
2,2150,Produto U,12,8
2,2151,Produto V,6,9
2,2152,Produto W,24,12
2,2153,Produto X,12,24
2,2154,Produto Y,48,36
2,2155,Produto Z,12,48
2,2156,Produto AA,6,99
2,2157,Produto AB,24,50
2,2158,Produto AC,12,100
2,2159,Produto AD,48,150
2,2160,Produto AE,12,111
2,2161,Produto AF,6,223
2,2162,Produto AG,24,333
2,2163,Produto AH,12,665
2,2164,Produto AI,48,540
2,2165,Produto AJ,12,200
2,2166,Produto AK,6,250
2,2167,Produto AL,24,35
3,2168,Produto AM,12,65
3,2169,Produto AN,48,88
3,2170,Produto AO,12,99
3,2171,Produto AP,6,105
3,2172,Produto AQ,24,150
3,2173,Produto AR,12,250
3,2174,Produto AS,48,42
3,2175,Produto AT,12,56
3,2176,Produto AU,6,99
3,2177,Produto AV,24,88
3,2178,Produto AW,12,77
3,2179,Produto AX,48,60
3,2180,Produto AY,12,320
3,2181,Produto AZ,6,15
3,2182,Produto BA,24,48
3,2183,Produto BB,12,99
3,2184,Produto BC,48,650
3,2185,Produto BD,12,72
3,2186,Produto BE,6,50
3,2187,Produto BF,24,10
3,2188,Produto BG,12,8
3,2189,Produto BH,48,9
3,2190,Produto BI,12,12
3,2191,Produto BJ,6,24
3,2192,Produto BK,24,36
3,2193,Produto BL,12,48
3,2194,Produto BM,48,99
3,2195,Produto BN,12,50
3,2196,Produto BO,6,100
3,2197,Produto BP,24,150
3,2198,Produto BQ,12,111
3,2199,Produto BR,48,223
3,2200,Produto BS,12,333
3,2201,Produto BT,6,665
3,2202,Produto BU,24,540
3,2203,Produto BV,12,200
3,2204,Produto BW,48,250
4,2205,Produto BX,12,35
4,2206,Produto BY,6,65
4,2207,Produto BZ,24,88
4,2208,Produto CA,12,99
4,2209,Produto CB,48,105
4,2210,Produto CC,12,150
4,2211,Produto CD,6,250
4,2212,Produto CE,24,42
4,2213,Produto CF,12,56
4,2214,Produto CG,48,99
4,2215,Produto CH,12,88
4,2216,Produto CI,6,77
4,2217,Produto CJ,24,60
4,2218,Produto CK,12,320
4,2219,Produto CL,48,15
4,2220,Produto CM,12,48
4,2221,Produto CN,6,99
4,2222,Produto CO,24,650
4,2223,Produto CP,12,72
4,2224,Produto CQ,48,50
4,2225,Produto CR,12,10
4,2226,Produto CS,6,8
4,2227,Produto CT,24,9
4,2228,Produto CU,12,12
4,2229,Produto CV,48,24
4,2230,Produto A,12,36
4,2231,Produto B,24,48
4,2232,Produto C,6,99
4,2233,Produto D,48,50
4,2234,Produto E,12,100
4,2235,Produto F,24,150
4,2236,Produto G,6,111
4,2237,Produto H,12,223
4,2238,Produto I,24,333
4,2239,Produto J,48,665
4,2240,Produto K,12,540
4,2241,Produto L,6,200
4,2242,Produto M,24,250
1,2243,Produto N,12,35
1,2244,Produto O,48,65
1,2245,Produto P,12,88
1,2246,Produto Q,6,99
1,2247,Produto R,24,105
1,2248,Produto S,12,150
1,2249,Produto T,48,250
1,2250,Produto U,12,42
1,2251,Produto V,6,56
1,2252,Produto W,24,99
1,2253,Produto X,12,88
1,2254,Produto Y,48,77
1,2255,Produto Z,12,60
1,2256,Produto AA,6,320
1,2257,Produto AB,24,15
1,2258,Produto AC,12,48
1,2259,Produto AD,48,99
1,2260,Produto AE,12,650
1,2261,Produto AF,6,72
1,2262,Produto AG,24,50
2,2263,Produto AH,12,10
2,2264,Produto AI,48,8
2,2265,Produto AJ,12,9
2,2266,Produto AK,6,12
2,2267,Produto AL,24,24
2,2268,Produto AM,12,36
2,2269,Produto AN,48,48
2,2270,Produto AO,12,99
2,2271,Produto AP,6,50
2,2272,Produto AQ,24,100
2,2273,Produto AR,12,150
2,2274,Produto AS,48,111
2,2275,Produto AT,12,223
2,2276,Produto AU,6,333
2,2277,Produto AV,24,665
2,2278,Produto AW,12,540
2,2279,Produto AX,48,200
2,2280,Produto AY,12,250
2,2281,Produto AZ,6,35
2,2282,Produto BA,24,65
2,2283,Produto BB,12,88
2,2284,Produto BC,48,99
2,2285,Produto BD,12,105
3,2286,Produto BE,6,150
3,2287,Produto BF,24,250
3,2288,Produto BG,12,42
3,2289,Produto BH,48,56
3,2290,Produto BI,12,99
3,2291,Produto BJ,6,88
3,2292,Produto BK,24,77
3,2293,Produto BL,12,60
3,2294,Produto BM,48,320
3,2295,Produto BN,12,15
3,2296,Produto BO,6,48
3,2297,Produto BP,24,99
3,2298,Produto BQ,12,650
3,2299,Produto BR,48,72
3,2300,Produto BS,12,50
3,2301,Produto BT,6,10
3,2302,Produto BU,24,8
3,2303,Produto BV,12,9
3,2304,Produto BW,48,12
3,2305,Produto BX,12,24
3,2306,Produto BY,6,36
3,2307,Produto BZ,24,48
3,2308,Produto CA,12,99
3,2309,Produto CB,48,50
3,2310,Produto CC,12,100
3,2311,Produto CD,6,150
3,2312,Produto CE,24,111
3,2313,Produto CF,12,223
3,2314,Produto CG,48,333
3,2315,Produto CH,12,665
3,2316,Produto CI,6,540
3,2317,Produto CJ,24,200
3,2318,Produto CK,12,250
3,2319,Produto CL,48,35
3,2320,Produto CM,12,65
3,2321,Produto CN,6,88
3,2322,Produto CO,24,99
4,2323,Produto CP,12,105
4,2324,Produto CQ,48,150
4,2325,Produto CR,12,250
4,2326,Produto CS,6,42
4,2327,Produto CT,24,56
4,2328,Produto CU,12,99
4,2329,Produto CV,48,88
4,2330,Produto CH,12,77
4,2331,Produto CI,6,60
4,2332,Produto CJ,24,320
4,2333,Produto CK,12,15
4,2334,Produto CL,48,48
4,2335,Produto CM,12,99
4,2336,Produto CN,6,650
4,2337,Produto CO,24,72
4,2338,Produto CP,12,50
4,2339,Produto CQ,48,10
4,2340,Produto CR,12,8
4,2341,Produto CS,6,9
4,2342,Produto CT,24,12
4,2343,Produto CU,12,24
4,2344,Produto CV,48,36
4,2345,Produto AH,12,48
4,2346,Produto AI,48,99
4,2347,Produto AJ,12,50
4,2348,Produto AK,6,100
4,2349,Produto AL,24,150
4,2350,Produto AM,12,111
4,2351,Produto AN,48,223
4,2352,Produto AO,12,333
4,2353,Produto AP,6,665
4,2354,Produto AQ,24,540
4,2355,Produto AR,12,200
4,2356,Produto AS,48,250
4,2357,Produto AT,12,35
4,2358,Produto AU,6,65
4,2359,Produto AV,24,88
4,2360,Produto AW,12,99
1,2361,Produto AX,48,105
1,2362,Produto AY,12,150
1,2363,Produto AZ,6,250
1,2364,Produto BA,24,42
1,2365,Produto BB,12,56
1,2366,Produto BC,48,99
1,2367,Produto D,48,88
1,2368,Produto E,12,77
1,2369,Produto F,24,60
1,2370,Produto G,6,320
1,2371,Produto H,12,15
1,2372,Produto I,24,48
1,2373,Produto J,48,99
1,2374,Produto K,12,650
1,2375,Produto L,6,72
1,2376,Produto M,24,50
1,2377,Produto N,12,10
1,2378,Produto O,48,8
1,2379,Produto P,12,9
1,2380,Produto Q,6,12
2,2381,Produto R,24,24
2,2382,Produto S,12,36
2,2383,Produto T,48,48
2,2384,Produto U,12,99
2,2385,Produto V,6,50
2,2386,Produto W,24,100
2,2387,Produto X,12,150
2,2388,Produto Y,48,111
2,2389,Produto Z,12,223
2,2390,Produto AA,6,333
2,2391,Produto AB,24,665
2,2392,Produto AC,12,540
2,2393,Produto AD,48,200
2,2394,Produto AE,12,250
2,2395,Produto AF,6,35
2,2396,Produto AG,24,65
2,2397,Produto AH,12,88
2,2398,Produto AI,48,99
2,2399,Produto AJ,12,105
2,2400,Produto AK,6,150
2,2401,Produto AL,24,250
2,2402,Produto AM,12,42
2,2403,Produto AN,48,56
3,2404,Produto AO,12,99
3,2405,Produto AP,6,88
3,2406,Produto AQ,24,77
3,2407,Produto AR,12,60
3,2408,Produto AS,48,320
3,2409,Produto AT,12,15
3,2410,Produto AU,6,48
3,2411,Produto AV,24,99
3,2412,Produto AW,12,650
3,2413,Produto AX,48,72
3,2414,Produto D,48,50
3,2415,Produto E,12,10
3,2416,Produto F,24,8
3,2417,Produto G,6,9
3,2418,Produto H,12,12
3,2419,Produto I,24,24
3,2420,Produto J,48,36
3,2421,Produto K,12,48
3,2422,Produto L,6,99
3,2423,Produto M,24,50
3,2424,Produto N,12,100
3,2425,Produto O,48,150
3,2426,Produto P,12,111
3,2427,Produto Q,6,223
3,2428,Produto R,24,333
3,2429,Produto S,12,665
3,2430,Produto T,48,540
3,2431,Produto U,12,200
3,2432,Produto V,6,250
3,2433,Produto W,24,35
3,2434,Produto X,12,65
3,2435,Produto Y,48,88
3,2436,Produto Z,12,99
3,2437,Produto AA,6,105
3,2438,Produto AB,24,150
3,2439,Produto AC,12,250
3,2440,Produto AD,48,42
4,2441,Produto AE,12,56
4,2442,Produto AF,6,99
4,2443,Produto AG,24,88
4,2444,Produto AH,12,77
4,2445,Produto AI,48,60
4,2446,Produto AJ,12,320
4,2447,Produto AK,6,15
4,2448,Produto AL,24,48
4,2449,Produto AM,12,99
4,2450,Produto AN,48,650
4,2451,Produto AO,12,72
4,2452,Produto AP,6,50
4,2453,Produto AQ,24,10
4,2454,Produto AR,12,8
4,2455,Produto AS,48,9
4,2456,Produto AT,12,12
4,2457,Produto AU,6,24
4,2458,Produto AV,24,36
4,2459,Produto AW,12,48
4,2460,Produto AX,48,99
4,2461,Produto D,48,50
4,2462,Produto E,12,100
4,2463,Produto F,24,150
4,2464,Produto G,6,111
4,2465,Produto H,12,223
4,2466,Produto I,24,333
4,2467,Produto J,48,665
4,2468,Produto K,12,540
4,2469,Produto L,6,200
4,2470,Produto M,24,250
4,2471,Produto N,12,35
4,2472,Produto O,48,65
4,2473,Produto P,12,88
4,2474,Produto Q,6,99
4,2475,Produto R,24,105
4,2476,Produto S,12,150
4,2477,Produto T,48,250
4,2478,Produto U,12,42
1,2479,Produto V,6,56
1,2480,Produto W,24,99
1,2481,Produto X,12,88
1,2482,Produto Y,48,77
1,2483,Produto Z,12,60
1,2484,Produto AA,6,320
1,2485,Produto AB,24,15
1,2486,Produto AC,12,48
1,2487,Produto AD,48,99
1,2488,Produto AE,12,650
1,2489,Produto AF,6,72
1,2490,Produto AG,24,50
1,2491,Produto AH,12,10
1,2492,Produto AI,48,8
1,2493,Produto AJ,12,9
1,2494,Produto AK,6,12
1,2495,Produto AL,24,24
1,2496,Produto AM,12,36
1,2497,Produto AN,48,48
1,2498,Produto AO,12,99
2,2499,Produto AP,6,50
2,2500,Produto AQ,24,100
2,2501,Produto AR,12,150
2,2502,Produto AS,48,111
2,2503,Produto AT,12,223
2,2504,Produto AU,6,333
2,2505,Produto AV,24,665
2,2506,Produto AW,12,540
2,2507,Produto AX,48,200
2,2508,Produto D,48,250
2,2509,Produto E,12,35
2,2510,Produto F,24,65
2,2511,Produto G,6,88
2,2512,Produto H,12,99
2,2513,Produto I,24,105
2,2514,Produto J,48,150
2,2515,Produto K,12,250
2,2516,Produto L,6,42
2,2517,Produto M,24,56
2,2518,Produto N,12,99
2,2519,Produto O,48,88
2,2520,Produto P,12,77
2,2521,Produto Q,6,60
3,2522,Produto R,24,320
3,2523,Produto S,12,15
3,2524,Produto T,48,48
3,2525,Produto U,12,99
3,2526,Produto V,6,650
3,2527,Produto W,24,72
3,2528,Produto X,12,50
3,2529,Produto Y,48,10
3,2530,Produto Z,12,8
3,2531,Produto AA,6,9
3,2532,Produto AB,24,12
3,2533,Produto AC,12,24
3,2534,Produto AD,48,36
3,2535,Produto AE,12,48
3,2536,Produto AF,6,99
3,2537,Produto AG,24,50
3,2538,Produto AH,12,100
3,2539,Produto AI,48,150
3,2540,Produto AJ,12,111
3,2541,Produto AK,6,223
3,2542,Produto AL,24,333
3,2543,Produto AM,12,665
3,2544,Produto AN,48,540
3,2545,Produto AO,12,200
3,2546,Produto AP,6,250
3,2547,Produto AQ,24,35
3,2548,Produto AR,12,65
3,2549,Produto AS,48,88
3,2550,Produto AT,12,99
3,2551,Produto AU,6,105
3,2552,Produto AV,24,150
3,2553,Produto AW,12,250
3,2554,Produto AX,48,42
3,2555,Produto D,48,56
3,2556,Produto E,12,99
3,2557,Produto F,24,88
3,2558,Produto G,6,77
4,2559,Produto H,12,60
4,2560,Produto I,24,320
4,2561,Produto J,48,15
4,2562,Produto K,12,48
4,2563,Produto L,6,99
4,2564,Produto M,24,650
4,2565,Produto N,12,72
4,2566,Produto O,48,50
4,2567,Produto P,12,10
4,2568,Produto Q,6,8
4,2569,Produto R,24,9
4,2570,Produto S,12,12
4,2571,Produto T,48,24
4,2572,Produto U,12,36
4,2573,Produto V,6,48
4,2574,Produto W,24,99
4,2575,Produto X,12,50
4,2576,Produto Y,48,100
4,2577,Produto Z,12,150
4,2578,Produto AA,6,111
4,2579,Produto AB,24,223
4,2580,Produto AC,12,333
4,2581,Produto AD,48,665
4,2582,Produto AE,12,540
4,2583,Produto AF,6,200
4,2584,Produto AG,24,250
4,2585,Produto AH,12,35
4,2586,Produto AI,48,65
4,2587,Produto AJ,12,88
4,2588,Produto AK,6,99
4,2589,Produto AL,24,105
4,2590,Produto AM,12,150
4,2591,Produto AN,48,250
4,2592,Produto AO,12,42
4,2593,Produto AP,6,56
4,2594,Produto AQ,24,99
4,2595,Produto AR,12,88
4,2596,Produto AS,48,77
1,2597,Produto AT,12,60
1,2598,Produto AU,6,320
1,2599,Produto AV,24,15
1,2600,Produto AW,12,48
1,2601,Produto AX,48,99
1,2602,Produto D,48,650
1,2603,Produto E,12,72
1,2604,Produto F,24,50
1,2605,Produto G,6,10
1,2606,Produto H,12,8
1,2607,Produto I,24,9
1,2608,Produto J,48,12
1,2609,Produto K,12,24
1,2610,Produto L,6,36
1,2611,Produto M,24,48
1,2612,Produto N,12,99
1,2613,Produto O,48,50
1,2614,Produto P,12,100
1,2615,Produto Q,6,150
1,2616,Produto R,24,111
2,2617,Produto S,12,223
2,2618,Produto T,48,333
2,2619,Produto U,12,665
2,2620,Produto V,6,540
2,2621,Produto W,24,200
2,2622,Produto X,12,250
2,2623,Produto Y,48,35
2,2624,Produto Z,12,65
2,2625,Produto AA,6,88
2,2626,Produto AB,24,99
2,2627,Produto AC,12,105
2,2628,Produto AD,48,150
2,2629,Produto AE,12,250
2,2630,Produto AF,6,42
2,2631,Produto AG,24,56
2,2632,Produto AH,12,99
2,2633,Produto AI,48,88
2,2634,Produto AJ,12,77
2,2635,Produto AK,6,60
2,2636,Produto AL,24,320
2,2637,Produto AM,12,15
2,2638,Produto AN,48,48
2,2639,Produto AO,12,99
3,2640,Produto AP,6,650
3,2641,Produto AQ,24,72
3,2642,Produto AR,12,50
3,2643,Produto AS,48,10
3,2644,Produto AT,12,8
3,2645,Produto AU,6,9
3,2646,Produto AV,24,12
3,2647,Produto AW,12,24
3,2648,Produto AX,48,36
3,2649,Produto D,48,48
3,2650,Produto E,12,99
3,2651,Produto F,24,50
3,2652,Produto G,6,100
3,2653,Produto H,12,150
3,2654,Produto I,24,111
3,2655,Produto J,48,223
3,2656,Produto K,12,333
3,2657,Produto L,6,665
3,2658,Produto M,24,540
3,2659,Produto N,12,200
3,2660,Produto O,48,250
3,2661,Produto P,12,35
3,2662,Produto Q,6,65
3,2663,Produto R,24,88
3,2664,Produto S,12,99
3,2665,Produto T,48,105
3,2666,Produto U,12,150
3,2667,Produto V,6,250
3,2668,Produto W,24,42
3,2669,Produto X,12,56
3,2670,Produto Y,48,99
3,2671,Produto Z,12,88
3,2672,Produto AA,6,77
3,2673,Produto AB,24,60
3,2674,Produto AC,12,320
3,2675,Produto AD,48,15
3,2676,Produto AE,12,48
4,2677,Produto AF,6,99
4,2678,Produto AG,24,650
4,2679,Produto AH,12,72
4,2680,Produto AI,48,50
4,2681,Produto AJ,12,10
4,2682,Produto AK,6,8
4,2683,Produto AL,24,9
4,2684,Produto AM,12,12
4,2685,Produto AN,48,24
4,2686,Produto AO,12,36
4,2687,Produto AP,6,48
4,2688,Produto AQ,24,99
4,2689,Produto AR,12,50
4,2690,Produto AS,48,100
4,2691,Produto AT,12,150
4,2692,Produto AU,6,111
4,2693,Produto AV,24,223
4,2694,Produto AW,12,333
4,2695,Produto AX,48,665
4,2696,Produto D,48,540
4,2697,Produto E,12,200
4,2698,Produto F,24,250
4,2699,Produto G,6,35
4,2700,Produto H,12,65
4,2701,Produto I,24,88
4,2702,Produto J,48,99
4,2703,Produto K,12,105
4,2704,Produto L,6,150
4,2705,Produto M,24,250
4,2706,Produto N,12,42
4,2707,Produto O,48,56
4,2708,Produto P,12,99
4,2709,Produto Q,6,88
4,2710,Produto R,24,77
4,2711,Produto S,12,60
4,2712,Produto T,48,320
4,2713,Produto U,12,15
4,2714,Produto V,6,48
1,2715,Produto W,24,99
1,2716,Produto X,12,650
1,2717,Produto Y,48,72
1,2718,Produto Z,12,50
1,2719,Produto AA,6,10
1,2720,Produto AB,24,8
1,2721,Produto AC,12,9
1,2722,Produto AD,48,12
1,2723,Produto AE,12,24
1,2724,Produto AF,6,36
1,2725,Produto AG,24,48
1,2726,Produto AH,12,99
1,2727,Produto AI,48,50
1,2728,Produto AJ,12,100
1,2729,Produto AK,6,150
1,2730,Produto AL,24,111
1,2731,Produto AM,12,223
1,2732,Produto AN,48,333
1,2733,Produto AO,12,665
1,2734,Produto AP,6,540
2,2735,Produto AQ,24,200
2,2736,Produto AR,12,250
2,2737,Produto AS,48,35
2,2738,Produto AT,12,65
2,2739,Produto AU,6,88
2,2740,Produto AV,24,99
2,2741,Produto AW,12,105
2,2742,Produto AX,48,150
2,2743,Produto D,48,250
2,2744,Produto E,12,42
2,2745,Produto F,24,56
2,2746,Produto G,6,99
2,2747,Produto H,12,88
2,2748,Produto I,24,77
2,2749,Produto J,48,60
2,2750,Produto K,12,320
2,2751,Produto L,6,15
2,2752,Produto M,24,48
2,2753,Produto N,12,99
2,2754,Produto O,48,650
2,2755,Produto P,12,72
2,2756,Produto Q,6,50
2,2757,Produto R,24,10
3,2758,Produto S,12,8
3,2759,Produto T,48,9
3,2760,Produto U,12,12
3,2761,Produto V,6,24
3,2762,Produto W,24,36
3,2763,Produto X,12,48
3,2764,Produto Y,48,99
3,2765,Produto Z,12,50
3,2766,Produto AA,6,100
3,2767,Produto AB,24,150
3,2768,Produto AC,12,111
3,2769,Produto AD,48,223
3,2770,Produto AE,12,333
3,2771,Produto AF,6,665
3,2772,Produto AG,24,540
3,2773,Produto AH,12,200
3,2774,Produto AI,48,250
3,2775,Produto AJ,12,35
3,2776,Produto AK,6,65
3,2777,Produto AL,24,88
3,2778,Produto AM,12,99
3,2779,Produto AN,48,105
3,2780,Produto AO,12,150
3,2781,Produto AP,6,250
3,2782,Produto AQ,24,42
3,2783,Produto AR,12,56
3,2784,Produto AS,48,99
3,2785,Produto AT,12,88
3,2786,Produto AU,6,77
3,2787,Produto AV,24,60
3,2788,Produto AW,12,320
3,2789,Produto AX,48,15
3,2790,Produto D,48,48
3,2791,Produto E,12,99
3,2792,Produto F,24,650
3,2793,Produto G,6,72
3,2794,Produto H,12,50
4,2795,Produto I,24,10
4,2796,Produto J,48,8
4,2797,Produto K,12,9
4,2798,Produto L,6,12
4,2799,Produto M,24,24
4,2800,Produto N,12,36
4,2801,Produto O,48,48
4,2802,Produto P,12,99
4,2803,Produto Q,6,50
4,2804,Produto R,24,100
4,2805,Produto S,12,150
4,2806,Produto T,48,111
4,2807,Produto U,12,223
4,2808,Produto V,6,333
4,2809,Produto W,24,665
4,2810,Produto X,12,540
4,2811,Produto Y,48,200
4,2812,Produto Z,12,250
4,2813,Produto AA,6,35
4,2814,Produto AB,24,65
4,2815,Produto AC,12,88
4,2816,Produto AD,48,99
4,2817,Produto AE,12,105
4,2818,Produto AF,6,150
4,2819,Produto AG,24,250
4,2820,Produto AH,12,42
4,2821,Produto AI,48,56
4,2822,Produto AJ,12,99
4,2823,Produto AK,6,88
4,2824,Produto AL,24,77
4,2825,Produto AM,12,60
4,2826,Produto AN,48,320
4,2827,Produto AO,12,15
4,2828,Produto AP,6,48
4,2829,Produto AQ,24,99
4,2830,Produto AR,12,650
4,2831,Produto AS,48,72
4,2832,Produto AT,12,50
1,2833,Produto AU,6,10
1,2834,Produto AV,24,8
1,2835,Produto AW,12,9
1,2836,Produto AX,48,12
1,2837,Produto N,12,24
1,2838,Produto O,48,36
1,2839,Produto P,12,48
1,2840,Produto Q,6,99
1,2841,Produto R,24,50
1,2842,Produto S,12,100
1,2843,Produto T,48,150
1,2844,Produto U,12,111
1,2845,Produto V,6,223
1,2846,Produto W,24,333
1,2847,Produto X,12,665
1,2848,Produto Y,48,540
1,2849,Produto Z,12,200
1,2850,Produto AA,6,250
1,2851,Produto AB,24,35
1,2852,Produto AC,12,65
2,2853,Produto AD,48,88
2,2854,Produto AE,12,99
2,2855,Produto AF,6,105
2,2856,Produto AG,24,150
2,2857,Produto AH,12,250
2,2858,Produto AI,48,42
2,2859,Produto AJ,12,56
2,2860,Produto AK,6,99
2,2861,Produto AL,24,88
2,2862,Produto AM,12,77
2,2863,Produto AN,48,60
2,2864,Produto AO,12,320
2,2865,Produto AP,6,15
2,2866,Produto AQ,24,48
2,2867,Produto AR,12,99
2,2868,Produto AS,48,650
2,2869,Produto AT,12,72
2,2870,Produto AU,6,50
2,2871,Produto AV,24,10
2,2872,Produto AW,12,8
2,2873,Produto AX,48,9
2,2874,Produto AY,12,12
2,2875,Produto AZ,6,24
3,2876,Produto BA,24,36
3,2877,Produto BB,12,48
3,2878,Produto BC,48,99
3,2879,Produto BD,12,50
3,2880,Produto BE,6,100
3,2881,Produto BF,24,150
3,2882,Produto BG,12,111
3,2883,Produto BH,48,223
3,2884,Produto BI,12,333
3,2885,Produto BJ,6,665
3,2886,Produto BK,24,540
3,2887,Produto BL,12,200
3,2888,Produto BM,48,250
3,2889,Produto BN,12,35
3,2890,Produto BO,6,65
3,2891,Produto BP,24,88
3,2892,Produto BQ,12,99
3,2893,Produto BR,48,105
3,2894,Produto BS,12,150
3,2895,Produto BT,6,250
3,2896,Produto BU,24,42
3,2897,Produto BV,12,56
3,2898,Produto BW,48,99
